city,neighborhood,beds,baths,sqft,year_built,in_unit_laundry,dishwasher,hardwood_floors,recently_renovated,pets_allowed,parking,floor,has_elevator,rent
Cambridge,Inman Square,3,1,825,1997,0,0,1,0,0,street_only,4,0,3269.75
Cambridge,Central Square,4,3,1679,2001,1,0,0,0,1,garage,4,1,5741.65
Cambridge,Harvard Square,1,2,1372,1958,1,0,0,0,1,off_street,5,0,4372.2
Cambridge,Harvard Square,2,2,610,1913,0,1,1,0,0,street_only,2,0,3351.5
Cambridge,Kendall Square,3,1,878,1950,1,0,1,0,0,garage,1,1,4461.3
Cambridge,Kendall Square,1,2,1626,1990,1,1,1,1,1,street_only,4,0,5087.1
Cambridge,Harvard Square,4,2,1079,1998,0,0,0,0,1,street_only,2,0,4631.65
Cambridge,Kendall Square,3,2,1526,1890,0,1,1,0,0,street_only,1,0,5304.1
Cambridge,Central Square,1,2,1286,1936,0,0,0,1,0,garage,2,0,3984.1
Cambridge,Inman Square,4,1,1209,1915,1,0,1,0,0,off_street,4,1,4447.15
Cambridge,Central Square,4,2,611,1967,0,1,0,1,1,off_street,3,1,4125.85
Cambridge,Kendall Square,1,1,1368,1988,1,0,0,1,1,garage,2,1,4713.8
Cambridge,Inman Square,4,2,581,1921,1,0,0,0,0,garage,3,1,3811.35
Cambridge,Kendall Square,2,2,1230,1996,0,0,1,0,0,street_only,5,1,4452.5
Cambridge,Harvard Square,1,3,693,1922,1,1,0,0,1,off_street,5,0,3683.55
Cambridge,Central Square,1,1,1168,1985,0,1,1,1,0,off_street,1,1,3645.8
Cambridge,Central Square,4,1,876,1955,1,1,0,1,1,street_only,5,1,4382.6
Cambridge,Harvard Square,1,2,1674,2011,0,1,0,0,0,off_street,1,1,4596.9
Cambridge,Kendall Square,3,1,1333,1943,0,0,0,0,0,off_street,3,0,4742.55
Cambridge,Harvard Square,1,2,952,1906,0,1,1,0,0,off_street,3,1,3708.2
Cambridge,Inman Square,3,2,1154,1978,1,0,1,0,0,street_only,4,1,4308.9
Cambridge,Inman Square,1,2,1649,1978,0,1,1,0,1,garage,4,0,4220.15
Cambridge,Harvard Square,3,3,1383,1996,1,0,1,0,0,street_only,4,0,5085.05
Cambridge,Inman Square,1,2,947,1944,1,1,0,0,1,off_street,4,1,3458.45
Cambridge,Harvard Square,4,3,1071,1971,1,1,1,0,1,off_street,3,1,5190.85
Cambridge,Central Square,4,2,1086,2005,0,1,0,0,1,garage,2,0,4837.1
Cambridge,Central Square,4,2,886,1897,0,0,1,1,0,off_street,4,0,4382.1
Cambridge,Harvard Square,2,3,1781,2010,1,1,0,0,1,garage,5,0,5521.35
Cambridge,Central Square,3,1,858,2010,1,1,0,0,1,street_only,5,1,4048.3
Cambridge,Harvard Square,4,1,862,2008,0,0,1,0,1,street_only,2,1,4253.7
Cambridge,Inman Square,1,2,1564,2010,1,0,0,0,1,street_only,5,0,4245.4
Cambridge,Central Square,1,2,1315,1900,0,1,1,0,0,street_only,1,0,3749.25
Cambridge,Inman Square,2,2,1345,1976,0,0,0,0,0,off_street,1,1,4116.75
Cambridge,Harvard Square,3,2,1104,2003,0,0,0,0,0,street_only,2,1,4283.4
Cambridge,Harvard Square,3,3,1242,1964,0,1,1,0,1,off_street,3,0,4796.7
Cambridge,Harvard Square,3,2,1026,1948,0,0,0,0,0,off_street,5,1,4379.1
Cambridge,Harvard Square,3,1,1702,2018,0,0,1,0,0,off_street,4,0,5249.7
Cambridge,Central Square,1,1,1201,1947,0,0,0,1,1,off_street,2,1,3706.35
Cambridge,Central Square,1,3,967,1941,0,0,1,1,0,garage,5,0,3563.45
Cambridge,Central Square,2,1,1024,1936,1,1,0,0,0,street_only,5,1,3804.4
Cambridge,Kendall Square,1,1,630,1923,0,0,0,0,0,garage,1,0,3273.5
Cambridge,Inman Square,2,2,738,2003,0,0,1,0,0,off_street,1,1,3278.3
Cambridge,Central Square,2,3,1800,2006,1,0,0,0,1,garage,5,1,5448.0
Cambridge,Kendall Square,3,2,1589,1953,0,1,1,0,0,street_only,4,0,5353.15
Cambridge,Central Square,4,1,866,1906,1,1,0,1,0,off_street,5,0,4313.1
Cambridge,Inman Square,2,1,1129,2018,0,1,0,0,1,street_only,5,0,3669.15
Cambridge,Harvard Square,2,2,851,1930,0,0,1,1,1,garage,3,0,3982.85
Cambridge,Central Square,3,2,796,1968,0,0,1,0,0,garage,4,0,3875.6
Cambridge,Inman Square,4,2,786,2006,1,0,1,0,1,garage,3,0,4415.1
Cambridge,Central Square,4,2,1642,1941,1,1,0,0,0,street_only,3,1,5471.7
Cambridge,Inman Square,4,2,1011,1961,1,1,0,0,0,off_street,3,1,4514.85
Cambridge,Inman Square,4,1,651,1973,1,1,1,1,0,off_street,2,0,4147.85
Cambridge,Harvard Square,3,3,1619,1956,0,1,1,0,1,off_street,3,1,5513.65
Cambridge,Harvard Square,2,2,1459,1948,0,0,1,0,0,off_street,1,0,4485.65
Cambridge,Central Square,4,2,1496,1902,1,0,1,0,0,street_only,5,1,5289.6
Cambridge,Central Square,3,3,1183,1907,1,1,1,1,0,off_street,1,1,4839.05
Cambridge,Inman Square,4,2,1453,2005,1,1,0,0,0,off_street,3,1,5356.55
Cambridge,Central Square,1,2,1677,1965,0,1,0,0,0,garage,2,1,4495.95
Cambridge,Central Square,2,3,1226,1929,0,0,0,0,0,street_only,2,1,3925.1
Cambridge,Kendall Square,3,1,927,1941,0,0,0,1,0,garage,1,0,4596.45
Cambridge,Inman Square,4,1,1409,1943,0,0,0,0,0,street_only,1,0,4646.15
Cambridge,Inman Square,2,1,746,2015,1,0,1,0,0,street_only,5,1,3391.1
Cambridge,Kendall Square,1,2,533,1891,0,0,1,0,0,garage,1,1,3362.55
Cambridge,Harvard Square,1,2,1465,1894,1,0,1,0,0,street_only,2,0,4237.75
Cambridge,Harvard Square,2,2,579,1905,0,0,1,0,1,street_only,4,0,3235.65
Cambridge,Harvard Square,2,2,724,1931,0,0,0,0,1,off_street,3,0,3390.4
Cambridge,Kendall Square,1,2,570,1926,1,0,0,0,0,street_only,1,0,3387.5
Cambridge,Harvard Square,1,2,635,1918,1,0,0,1,0,off_street,1,1,3490.25
Cambridge,Central Square,3,1,1161,1983,1,1,0,0,1,off_street,2,0,4304.35
Cambridge,Harvard Square,2,1,668,1914,1,0,1,0,0,off_street,3,1,3597.8
Cambridge,Kendall Square,2,2,1364,1985,1,1,1,0,1,garage,1,0,5074.4
Cambridge,Inman Square,2,1,987,1931,0,0,0,1,0,off_street,4,1,3476.45
Cambridge,Central Square,3,3,1400,1920,1,1,1,0,1,street_only,3,1,5079.0
Cambridge,Central Square,1,2,1563,1957,0,0,1,1,0,street_only,4,0,4051.05
Cambridge,Kendall Square,2,2,1128,2005,0,1,0,1,0,garage,5,0,4689.8
Cambridge,Harvard Square,1,1,1224,1928,0,0,0,0,0,off_street,5,0,3673.4
Cambridge,Harvard Square,1,1,1800,1947,1,1,0,1,1,street_only,3,0,4835.0
Cambridge,Kendall Square,4,3,1362,2011,0,0,1,0,0,off_street,3,0,5577.7
Cambridge,Inman Square,4,1,794,2013,1,1,1,1,0,street_only,4,1,4245.9
Cambridge,Harvard Square,3,1,963,1960,0,0,1,0,1,street_only,4,0,3981.05
Cambridge,Kendall Square,1,1,1566,1969,0,1,1,0,0,street_only,5,1,4407.1
Cambridge,Inman Square,3,2,583,1987,1,0,1,0,0,off_street,4,1,3537.05
Cambridge,Inman Square,1,3,1726,1982,0,1,0,0,0,street_only,1,1,4331.1
Cambridge,Kendall Square,3,2,1014,1981,0,0,1,0,0,off_street,4,1,4526.9
Cambridge,Central Square,4,3,1562,1987,0,0,1,0,0,street_only,1,0,5282.7
Cambridge,Central Square,4,1,1211,2002,1,1,1,1,1,off_street,4,0,5009.85
Cambridge,Harvard Square,1,2,702,1964,1,1,1,1,0,off_street,3,1,3594.7
Cambridge,Kendall Square,4,1,1164,2007,1,1,1,0,0,off_street,3,1,5404.4
Cambridge,Harvard Square,4,1,1183,1980,0,1,1,0,1,street_only,1,1,4767.05
Cambridge,Central Square,2,2,914,1957,1,0,0,0,0,street_only,2,1,3481.9
Cambridge,Inman Square,2,3,1135,2019,1,1,1,0,0,off_street,1,0,4234.25
Cambridge,Inman Square,4,2,798,1977,0,0,1,0,1,garage,5,0,4132.3
Cambridge,Harvard Square,4,1,1003,1929,1,0,0,1,1,street_only,2,1,4684.05
Cambridge,Harvard Square,1,2,999,1895,1,0,0,0,1,street_only,4,0,3753.65
Cambridge,Central Square,4,2,1245,1957,0,0,1,0,0,street_only,2,1,4621.75
Cambridge,Harvard Square,1,3,1474,1970,0,1,0,0,1,off_street,2,1,4471.9
Cambridge,Inman Square,4,3,1396,2017,0,0,1,0,0,off_street,1,1,5228.6
Cambridge,Harvard Square,1,2,633,1960,0,1,1,0,0,off_street,2,1,3144.55
Cambridge,Central Square,3,3,1123,1974,0,1,1,0,1,off_street,5,1,4369.05
Cambridge,Inman Square,3,3,745,1908,0,0,1,0,0,off_street,2,0,3650.75
Cambridge,Central Square,1,2,682,1914,1,1,1,0,0,off_street,4,0,3160.7
Cambridge,Harvard Square,1,2,1227,1935,1,1,0,0,0,street_only,3,0,3999.45
Cambridge,Central Square,1,3,1027,1895,1,0,1,0,0,street_only,5,0,3463.45
Cambridge,Kendall Square,4,2,556,1985,1,1,0,0,0,street_only,3,0,4349.6
Cambridge,Kendall Square,2,2,863,2019,0,1,0,0,0,street_only,3,1,4025.05
Cambridge,Kendall Square,2,3,1561,1932,1,0,1,1,1,garage,5,1,5736.35
Cambridge,Inman Square,1,2,1004,1983,0,1,0,1,0,street_only,4,0,3421.4
Cambridge,Inman Square,3,3,1653,1990,1,1,0,0,1,garage,4,1,5413.55
Cambridge,Central Square,1,2,548,2015,0,1,1,0,1,garage,1,0,3015.8
Cambridge,Inman Square,3,3,1669,1934,0,1,1,0,0,street_only,3,0,5045.15
Cambridge,Harvard Square,3,1,939,1915,0,0,0,0,1,garage,2,0,3995.6499999999996
Cambridge,Central Square,2,1,1094,1891,1,1,1,0,0,garage,2,1,4051.9
Cambridge,Inman Square,2,1,1726,1953,0,0,1,0,1,off_street,3,0,4399.1
Cambridge,Central Square,1,2,1347,1986,0,1,1,0,1,off_street,4,0,3977.45
Cambridge,Harvard Square,2,1,734,1919,0,1,0,0,0,off_street,3,1,3435.9
Cambridge,Kendall Square,3,3,1035,1917,1,0,1,0,0,garage,2,0,5207.25
Cambridge,Inman Square,4,2,723,1918,0,1,0,1,1,street_only,4,1,4140.05
Cambridge,Harvard Square,4,3,584,2018,1,0,0,0,0,street_only,3,1,4362.4
Cambridge,Kendall Square,4,1,615,1990,0,1,1,0,1,garage,4,0,4495.25
Cambridge,Inman Square,2,3,1582,1963,0,0,1,0,1,garage,5,0,4586.7
Cambridge,Kendall Square,3,1,793,1916,1,0,0,0,0,off_street,1,0,4143.55
Cambridge,Inman Square,1,2,1670,1988,0,1,0,0,1,off_street,3,1,4306.5
Cambridge,Central Square,2,2,1598,1982,0,0,1,1,0,garage,2,1,4617.3
Cambridge,Central Square,3,1,587,2007,0,1,1,1,0,off_street,3,0,3689.45
Cambridge,Central Square,4,2,1426,2003,1,0,0,0,0,off_street,2,0,5186.1
Cambridge,Harvard Square,2,3,1244,2008,0,1,0,0,0,street_only,4,0,4591.4
Cambridge,Central Square,3,3,1344,1903,0,0,1,0,1,garage,2,1,4686.4
Cambridge,Harvard Square,4,3,852,1959,1,1,1,0,0,street_only,2,1,4807.2
Cambridge,Central Square,2,1,1496,1970,0,1,1,0,0,street_only,1,0,4044.6000000000004
Cambridge,Inman Square,1,2,684,1970,1,0,1,1,0,street_only,3,1,3226.4
Cambridge,Central Square,4,2,858,1964,0,1,0,1,0,street_only,5,1,4234.3
Cambridge,Central Square,3,1,732,1927,1,0,0,1,0,garage,2,0,4038.2
Cambridge,Kendall Square,4,3,1671,1936,0,0,0,0,0,garage,1,1,5950.85
Cambridge,Harvard Square,2,3,1114,1990,1,0,1,1,0,off_street,3,1,4515.9
Cambridge,Kendall Square,4,1,1773,1996,1,0,0,0,1,street_only,4,1,5838.55
Cambridge,Inman Square,2,2,1038,2004,1,0,0,1,1,off_street,1,1,4238.3
Cambridge,Inman Square,2,3,521,1894,0,0,0,0,1,garage,4,1,3245.35
Cambridge,Central Square,4,2,771,1978,1,1,0,0,1,off_street,1,1,4450.85
Cambridge,Inman Square,1,1,719,1952,0,0,0,1,1,street_only,1,0,2784.65
Cambridge,Inman Square,2,3,1782,2007,0,0,1,0,0,street_only,2,0,4810.7
Cambridge,Inman Square,1,1,1386,1949,0,1,0,0,0,street_only,4,0,3576.1
Cambridge,Kendall Square,1,2,878,2019,0,0,0,0,0,street_only,1,0,3661.3
Cambridge,Harvard Square,3,1,832,1991,0,1,1,0,0,garage,3,1,4036.2
Cambridge,Inman Square,3,2,830,1906,0,0,1,0,1,garage,1,1,3711.5
Cambridge,Inman Square,3,3,1240,1906,0,1,0,0,1,garage,4,1,4704.0
Cambridge,Kendall Square,2,1,1702,1933,0,0,0,0,1,garage,4,1,5183.7
Cambridge,Harvard Square,2,2,1359,1896,1,1,0,1,0,garage,1,1,4822.65
Cambridge,Harvard Square,2,1,694,1894,0,0,0,0,0,garage,5,1,3362.9
Cambridge,Harvard Square,4,3,1522,2000,0,1,0,0,0,street_only,1,1,5558.7
Cambridge,Kendall Square,2,1,1562,2016,1,0,0,0,0,off_street,3,1,4995.7
Cambridge,Harvard Square,3,2,1264,1922,0,1,0,0,0,street_only,3,0,4556.4
Cambridge,Central Square,3,3,1197,1974,1,1,1,1,0,street_only,5,0,4752.95
Cambridge,Central Square,4,1,1141,2020,1,0,0,0,0,garage,5,1,4634.35
Cambridge,Central Square,4,1,1065,1926,0,1,0,0,0,garage,5,1,4559.75
Cambridge,Harvard Square,3,2,1492,1970,0,0,1,0,1,off_street,5,0,4970.2
Cambridge,Inman Square,2,3,1532,1962,0,0,1,1,0,street_only,2,1,4430.2
Cambridge,Inman Square,4,1,1254,2009,1,1,0,0,0,garage,3,0,4822.9
Cambridge,Central Square,3,1,1742,2006,0,1,0,0,0,garage,5,1,5144.7
Cambridge,Harvard Square,3,2,1626,1896,0,1,0,0,1,street_only,3,1,5264.1
Cambridge,Inman Square,1,1,1517,1906,1,0,0,0,1,street_only,3,1,3880.95
Cambridge,Inman Square,4,2,642,2016,0,0,0,1,1,off_street,1,0,4170.7
Cambridge,Harvard Square,1,2,965,1951,0,1,0,0,1,garage,1,0,3669.75
Cambridge,Harvard Square,2,1,1525,1971,0,1,1,0,1,garage,1,1,4824.75
Cambridge,Inman Square,1,1,1707,1899,0,1,0,0,0,garage,5,0,4147.45
Cambridge,Harvard Square,2,3,515,1962,0,0,0,1,1,garage,3,0,3682.25
Cambridge,Kendall Square,4,1,1084,2005,0,1,1,0,0,street_only,1,0,5046.4
Cambridge,Inman Square,2,1,1667,1966,1,1,1,1,0,street_only,2,1,4616.45
Cambridge,Inman Square,3,1,943,1936,1,0,1,0,0,garage,5,0,4024.05
Cambridge,Central Square,3,1,659,1917,1,1,1,1,1,street_only,3,1,3834.65
Cambridge,Harvard Square,1,1,1253,1945,0,1,1,0,0,off_street,1,1,3713.55
Cambridge,Inman Square,3,1,1038,2006,1,1,1,0,1,off_street,1,1,4190.3
Cambridge,Inman Square,1,1,980,2006,1,1,1,0,1,garage,1,0,3518.0
Cambridge,Inman Square,4,2,561,1899,0,1,0,1,0,street_only,1,1,3796.35
Cambridge,Central Square,2,2,549,1959,1,0,1,1,1,street_only,5,1,3527.15
Cambridge,Central Square,2,1,1086,1983,0,0,1,0,0,garage,5,0,3700.1
Cambridge,Kendall Square,4,1,1688,1992,0,1,1,0,1,garage,5,1,5947.8
Cambridge,Central Square,1,3,1018,1925,0,0,0,1,1,street_only,1,1,3723.3
Cambridge,Harvard Square,3,3,1795,1930,1,1,1,1,1,garage,1,1,6005.25
Cambridge,Inman Square,1,3,508,1955,1,1,0,0,1,garage,4,0,3066.8
Cambridge,Kendall Square,4,3,1304,1946,0,1,1,1,0,off_street,4,0,5676.4
Cambridge,Inman Square,1,2,795,1908,1,0,1,0,0,off_street,1,0,3020.25
Cambridge,Inman Square,1,2,747,1943,0,1,0,0,1,garage,3,1,2918.45
Cambridge,Kendall Square,3,2,1267,1943,0,1,1,0,0,off_street,4,0,5100.45
Cambridge,Kendall Square,3,1,1023,2011,1,0,1,0,1,off_street,3,1,4669.05
Cambridge,Central Square,1,2,677,2011,0,0,0,1,1,street_only,4,1,3120.95
Cambridge,Harvard Square,4,1,1161,1969,0,1,0,0,0,off_street,2,0,4826.35
Cambridge,Central Square,1,3,871,2008,0,1,1,0,1,garage,5,0,3749.85
Cambridge,Central Square,2,2,1100,1931,0,1,0,0,1,street_only,2,1,3913.0
Cambridge,Harvard Square,1,2,861,1986,0,0,0,0,1,street_only,4,0,3173.35
Cambridge,Harvard Square,2,1,1739,1896,0,0,1,0,0,off_street,3,0,4796.65
Cambridge,Central Square,1,2,1393,1998,0,0,1,0,0,off_street,2,0,3796.55
Cambridge,Inman Square,2,1,1668,1937,1,0,1,0,0,street_only,2,1,4330.8
Cambridge,Inman Square,2,1,801,1966,0,1,0,0,1,street_only,5,1,3285.35
Cambridge,Inman Square,3,1,1154,1952,1,1,0,0,0,street_only,2,1,4230.9
Cambridge,Inman Square,2,1,1544,1927,1,0,1,1,0,street_only,4,1,4379.4
Cambridge,Kendall Square,4,1,1384,1900,1,1,0,0,1,garage,4,0,5498.4
Cambridge,Central Square,4,1,994,1963,0,0,1,0,0,off_street,2,0,4260.9
Cambridge,Kendall Square,4,2,1451,1977,0,0,0,0,1,off_street,4,1,5689.85
Cambridge,Harvard Square,4,2,686,2015,1,0,1,0,1,garage,3,0,4626.1
Cambridge,Kendall Square,2,3,891,1979,1,0,0,0,0,off_street,4,0,4283.85
Cambridge,Kendall Square,2,2,1611,1972,0,0,1,0,1,garage,2,0,5231.85
Cambridge,Harvard Square,4,2,1003,1990,0,0,1,0,0,off_street,1,1,4572.05
Cambridge,Central Square,4,1,636,1938,1,0,0,1,0,garage,5,1,4059.6000000000004
Cambridge,Kendall Square,1,2,1786,2015,0,0,0,0,0,garage,1,0,5001.1
Cambridge,Kendall Square,1,3,1596,1958,0,0,1,0,0,off_street,5,0,4694.6
Cambridge,Inman Square,3,3,1067,1962,0,0,1,0,0,off_street,3,0,4102.45
Cambridge,Inman Square,3,1,851,1988,0,1,1,0,1,garage,4,0,3636.85
Cambridge,Harvard Square,4,1,995,2007,0,1,1,0,0,off_street,3,1,4814.25
Cambridge,Central Square,4,1,975,1915,1,0,0,0,1,off_street,4,0,4448.25
Cambridge,Kendall Square,2,2,1394,1977,0,0,1,1,1,garage,2,0,5119.9
Cambridge,Harvard Square,4,1,946,1970,0,0,1,1,0,garage,1,0,4535.1
Cambridge,Central Square,1,2,1670,1978,0,0,0,0,0,garage,3,1,4256.5
Cambridge,Kendall Square,3,2,1480,1930,0,1,1,0,1,street_only,4,1,5157.0
Cambridge,Harvard Square,1,1,689,1902,0,0,0,0,0,garage,3,0,2962.15
Cambridge,Central Square,3,1,1566,1907,0,0,0,0,1,off_street,2,1,4764.1
Cambridge,Central Square,4,1,983,1894,1,0,1,0,0,street_only,5,0,4338.05
Cambridge,Kendall Square,2,1,1592,1937,0,0,1,1,0,street_only,5,0,4955.2
Cambridge,Harvard Square,2,1,1460,1929,1,0,1,0,1,garage,2,1,4650.0
Cambridge,Inman Square,2,1,1741,1900,0,0,0,0,1,off_street,4,1,4538.35
Cambridge,Central Square,3,3,1682,1993,1,0,0,0,0,street_only,2,0,5223.7
Cambridge,Kendall Square,1,3,1344,1987,0,0,0,0,0,garage,2,1,4495.4
Cambridge,Kendall Square,4,1,791,1894,1,1,0,0,1,garage,2,1,4743.85
Cambridge,Central Square,1,1,798,1915,0,0,0,0,1,garage,1,1,3013.3
Cambridge,Central Square,1,2,638,1980,0,0,1,0,0,off_street,5,1,2746.3
Cambridge,Inman Square,2,3,1260,1896,0,0,1,0,0,garage,1,0,4290.0
Cambridge,Central Square,4,3,574,2019,0,1,1,0,1,garage,3,0,4206.9
Cambridge,Harvard Square,1,3,1286,1960,0,0,0,1,0,off_street,2,1,4198.1
Cambridge,Central Square,3,1,501,1906,0,0,1,1,0,street_only,4,0,3121.35
Cambridge,Central Square,3,3,1262,2010,1,0,1,1,1,garage,3,0,5244.7
Cambridge,Kendall Square,2,1,545,2001,0,0,1,0,1,garage,1,1,3696.75
Cambridge,Inman Square,2,3,957,1946,1,0,1,1,1,off_street,3,1,4160.95
Cambridge,Central Square,3,2,666,1952,0,0,1,0,0,street_only,4,1,3585.1
Cambridge,Harvard Square,4,2,562,1975,1,0,0,1,0,garage,5,0,4445.7
Cambridge,Central Square,2,2,998,1932,0,1,1,1,0,street_only,1,0,3973.3
Cambridge,Central Square,4,1,811,1903,0,0,0,1,0,off_street,3,0,3904.85
Cambridge,Harvard Square,3,2,704,1899,1,0,0,0,1,street_only,4,1,3890.4
Cambridge,Kendall Square,3,3,1577,1908,1,0,0,0,0,off_street,5,0,5742.95
Cambridge,Harvard Square,3,1,1305,1976,1,1,1,0,0,garage,4,1,4851.75
Cambridge,Kendall Square,3,1,992,2008,0,0,0,0,0,street_only,4,0,4275.2
Cambridge,Inman Square,3,2,1155,1951,1,0,0,0,1,off_street,5,1,4291.25
Cambridge,Central Square,1,2,820,1990,0,0,0,1,0,street_only,4,1,3180.0
Cambridge,Kendall Square,4,1,1169,1998,1,1,1,1,0,street_only,3,1,5230.15
Cambridge,Central Square,3,1,586,1925,0,1,1,1,1,garage,1,0,3720.1
Cambridge,Kendall Square,3,2,505,1916,0,1,1,0,0,off_street,5,1,4132.75
Cambridge,Central Square,2,2,580,2006,1,1,0,1,0,garage,3,0,3716.0
Cambridge,Inman Square,4,2,1449,1949,1,1,0,0,1,street_only,2,1,5118.15
Cambridge,Kendall Square,1,3,969,1900,0,1,0,0,0,street_only,3,1,3826.15
Cambridge,Kendall Square,1,2,1688,1944,0,1,1,1,1,garage,5,1,5138.8
Cambridge,Harvard Square,1,2,663,1974,0,1,0,0,1,garage,2,1,3281.05
Cambridge,Central Square,2,2,917,1931,0,1,0,1,1,off_street,1,0,3746.95
Cambridge,Inman Square,1,1,635,1959,1,0,0,0,1,off_street,4,0,2808.25
Cambridge,Kendall Square,1,2,688,1980,0,1,1,0,0,off_street,1,0,3491.8
Cambridge,Harvard Square,3,1,1569,1939,0,1,1,0,1,garage,1,1,5061.15
Cambridge,Harvard Square,2,3,1490,1907,1,1,1,1,1,off_street,4,1,5265.5
Cambridge,Kendall Square,2,1,574,2005,0,1,0,0,0,garage,4,0,3695.9
Cambridge,Central Square,1,1,696,1919,0,0,1,0,1,street_only,5,0,2691.6
Cambridge,Harvard Square,3,3,1371,1965,0,0,1,0,1,off_street,3,1,4953.85
Cambridge,Kendall Square,3,2,652,1983,0,0,0,0,1,garage,2,0,4130.2
Cambridge,Inman Square,3,1,694,1957,1,0,0,0,0,street_only,2,0,3392.9
Cambridge,Kendall Square,1,3,1682,1966,1,1,0,0,1,garage,4,0,5305.7
Cambridge,Kendall Square,1,1,640,1914,1,1,0,0,0,garage,4,0,3469.0
Cambridge,Harvard Square,2,1,1184,1933,0,1,1,0,1,garage,2,0,4169.4
Cambridge,Harvard Square,4,1,1571,1959,0,1,1,0,0,garage,2,1,5358.85
Cambridge,Kendall Square,3,1,1328,1995,1,0,0,1,0,garage,3,1,5092.8
Cambridge,Inman Square,4,3,891,1954,1,1,1,0,1,street_only,2,0,4510.85
Cambridge,Harvard Square,1,1,1308,1924,1,0,0,0,0,street_only,1,1,3784.8
Cambridge,Kendall Square,2,2,795,1927,1,1,1,0,0,off_street,5,1,4310.25
Cambridge,Harvard Square,2,1,1297,1980,0,1,1,0,0,garage,4,0,4274.95
Cambridge,Inman Square,4,2,824,1905,1,1,1,0,0,street_only,3,0,4182.4
Cambridge,Kendall Square,2,2,528,2011,1,0,1,0,1,garage,2,1,4141.8
Cambridge,Central Square,3,1,1483,1946,0,0,1,0,0,off_street,5,0,4393.05
Cambridge,Kendall Square,3,3,1021,1915,0,1,1,0,0,off_street,1,0,4877.35
Cambridge,Kendall Square,2,3,1756,1936,0,1,0,1,0,off_street,5,1,5770.6
Cambridge,Kendall Square,1,2,896,1937,0,0,1,0,1,off_street,2,1,3948.6
Cambridge,Kendall Square,1,2,1466,1940,1,0,1,0,1,off_street,3,1,4725.1
Cambridge,Central Square,1,1,711,1925,0,1,0,0,1,street_only,1,1,2683.85
Cambridge,Harvard Square,2,1,1259,1914,0,0,1,0,0,off_street,4,0,3981.6499999999996
Cambridge,Kendall Square,2,3,743,1913,1,1,1,0,1,street_only,4,1,4420.05
Cambridge,Harvard Square,1,2,943,1995,1,0,1,0,0,street_only,4,1,3650.05
Cambridge,Central Square,2,1,699,1895,1,0,1,0,0,street_only,2,0,3164.65
Cambridge,Harvard Square,3,2,625,2005,0,0,0,1,0,off_street,3,1,3951.75
Cambridge,Inman Square,2,2,1274,1891,0,0,0,1,0,street_only,2,0,3876.9
Cambridge,Harvard Square,4,1,1390,1948,1,0,1,0,1,off_street,5,1,5312.5
Cambridge,Harvard Square,2,2,1370,1934,0,1,0,0,0,off_street,1,0,4531.5
Cambridge,Kendall Square,4,3,1452,1913,1,0,1,1,0,off_street,5,0,6171.2
Cambridge,Central Square,4,3,776,1903,0,0,0,0,1,off_street,5,0,4195.6
Cambridge,Inman Square,3,3,1600,1913,0,0,0,0,0,street_only,2,0,4690.0
Cambridge,Harvard Square,4,1,1364,1910,1,0,0,0,1,street_only,1,0,4914.4
Cambridge,Inman Square,1,1,1160,1932,1,1,1,0,0,street_only,4,1,3340.0
Cambridge,Inman Square,2,2,1140,1987,1,1,1,0,0,street_only,1,0,4104.0
Cambridge,Central Square,3,2,1569,1909,0,1,0,0,0,garage,4,0,4992.15
Cambridge,Central Square,4,1,590,1902,0,0,0,0,0,garage,5,1,3827.5
Cambridge,Harvard Square,4,2,1653,1921,0,0,0,0,0,off_street,1,1,5489.55
Cambridge,Harvard Square,4,1,1631,1900,0,0,0,0,1,off_street,4,1,5179.85
Cambridge,Harvard Square,2,1,624,1958,1,1,1,0,0,off_street,5,0,3465.4
Cambridge,Kendall Square,2,3,1470,2017,1,0,0,0,0,off_street,1,1,5296.5
Cambridge,Harvard Square,2,1,789,1992,0,0,0,0,1,off_street,3,1,3487.15
Cambridge,Harvard Square,1,1,1359,1923,0,1,1,0,0,garage,1,1,3944.65
Cambridge,Central Square,3,2,820,1980,1,0,0,1,0,street_only,3,1,4135.0
Cambridge,Harvard Square,3,1,547,1911,0,0,1,1,0,off_street,5,0,3598.45
Cambridge,Inman Square,3,1,1638,2018,0,1,0,0,0,off_street,1,1,4650.3
Cambridge,Kendall Square,1,2,989,1942,1,0,1,0,1,garage,5,1,4112.15
Cambridge,Central Square,2,1,709,1913,0,1,1,0,1,off_street,1,0,3230.15
Cambridge,Inman Square,2,2,943,1924,0,0,0,1,1,off_street,1,0,3786.05
Cambridge,Central Square,3,2,695,2008,1,1,1,0,0,street_only,1,0,3884.25
Cambridge,Inman Square,1,3,718,1975,1,0,0,0,1,street_only,4,1,3220.3
Cambridge,Central Square,3,2,1720,1920,1,1,1,1,1,garage,3,1,5490.0
Cambridge,Inman Square,1,2,1736,1908,1,1,1,0,0,garage,2,0,4641.6
Cambridge,Central Square,3,1,1701,1925,1,0,0,0,1,off_street,5,0,4838.35
Cambridge,Harvard Square,4,2,1186,1976,0,0,1,0,1,garage,2,1,4907.1
Cambridge,Kendall Square,1,2,986,2016,1,0,1,0,0,street_only,1,0,4164.1
Cambridge,Inman Square,1,1,613,1942,0,0,1,1,1,garage,2,1,2734.55
